# ubersdr-ntp-iqrecord https://m9psy-1.instance.ubersdr.org carrier_hz=77500 mode=iq bandwidth=-6000..6000 min_margin=0
frame,timestamp_ns,frames,baseband_dbfs,noise_dbfs,host_unix_ns
9840,1790299227685456748,240,-71.72,-93.29,1790299227717145996
10080,1790299227705456748,240,-71.72,-93.29,1790299227737215480
10320,1790299227725456748,240,-71.71,-92.28,1790299227755208748
10560,1790299227745456748,240,-71.71,-92.28,1790299227777607969
10800,1790299227765456748,240,-71.71,-92.28,1790299227796739706
11040,1790299227785456748,240,-71.71,-92.28,1790299227815682105
11280,1790299227805456748,240,-71.71,-92.28,1790299227836002107
11520,1790299227825456748,240,-71.64,-92.36,1790299227856976444
11760,1790299227845456748,240,-71.64,-92.36,1790299227877452400
12000,1790299227865456748,240,-71.64,-92.36,1790299227896799175
12240,1790299227885456748,240,-71.64,-92.36,1790299227918038626
12480,1790299227905456748,240,-71.64,-92.36,1790299227938205748
12720,1790299227925456748,240,-71.69,-92.56,1790299227957168820
12960,1790299227945456748,240,-71.69,-92.56,1790299227980121596
13200,1790299227965456748,240,-71.69,-92.56,1790299228000245905
13440,1790299227985456748,240,-71.69,-92.56,1790299228015230797
13680,1790299228005456748,240,-71.69,-92.56,1790299228035440591
13920,1790299228025456748,240,-71.72,-92.92,1790299228055221145
14160,1790299228045456748,240,-71.72,-92.92,1790299228075566220
14400,1790299228065456748,240,-71.72,-92.92,1790299228095595196
14640,1790299228085456748,240,-71.72,-92.92,1790299228115525349
14880,1790299228105456748,240,-71.72,-92.92,1790299228134545970
15120,1790299228125456748,240,-71.69,-93.11,1790299228158694205
15360,1790299228145456748,240,-71.69,-93.11,1790299228177196749
15600,1790299228165456748,240,-71.69,-93.11,1790299228196982193
15840,1790299228185456748,240,-71.69,-93.11,1790299228215874656
16080,1790299228205456748,240,-71.69,-93.11,1790299228237433068
16320,1790299228225456748,240,-71.65,-93.05,1790299228257285768
16560,1790299228245456748,240,-71.65,-93.05,1790299228279672069
16800,1790299228265456748,240,-71.65,-93.05,1790299228300439957
17040,1790299228285456748,240,-71.65,-93.05,1790299228318863093
17280,1790299228305456748,240,-71.65,-93.05,1790299228343765884
17520,1790299228325456748,240,-71.66,-93.9,1790299228360398591
17760,1790299228345456748,240,-71.66,-93.9,1790299228375381178
18000,1790299228365456748,240,-71.66,-93.9,1790299228394729141
18240,1790299228385456748,240,-71.66,-93.9,1790299228414794784
18480,1790299228405456748,240,-71.74,-93.81,1790299228437432720
18720,1790299228425456748,240,-71.74,-93.81,1790299228457207407
18960,1790299228445456748,240,-71.74,-93.81,1790299228476695819
19200,1790299228465456748,240,-71.74,-93.81,1790299228495497770
19440,1790299228485456748,240,-71.74,-93.81,1790299228518214765
19680,1790299228505456748,240,-71.74,-93.81,1790299228538808890
19920,1790299228525456748,240,-71.67,-93.36,1790299228557859263
20160,1790299228545456748,240,-71.67,-93.36,1790299228578143646
20400,1790299228565456748,240,-71.67,-93.36,1790299228596968924
20640,1790299228585456748,240,-71.67,-93.36,1790299228616595200
20880,1790299228605456748,240,-71.67,-93.36,1790299228639382734
21120,1790299228625456748,240,-71.67,-93.36,1790299228657598863
21360,1790299228645456748,240,-71.67,-93.36,1790299228677589568
21600,1790299228665456748,240,-71.67,-93.36,1790299228699176614
21840,1790299228685456748,240,-71.67,-93.36,1790299228718122576
22080,1790299228705456748,240,-71.67,-93.36,1790299228738041344
22320,1790299228725456748,240,-71.71,-93.38,1790299228756433820
22560,1790299228745456748,240,-71.71,-93.38,1790299228776412303
22800,1790299228765456748,240,-71.71,-93.38,1790299228796213111
23040,1790299228785456748,240,-71.71,-93.38,1790299228816796271
23280,1790299228805456748,240,-71.71,-93.38,1790299228835880307
23520,1790299228825456748,240,-71.67,-92.82,1790299228856206385
23760,1790299228845456748,240,-71.67,-92.82,1790299228875974438
24000,1790299228865456748,240,-71.67,-92.82,1790299228896499003
24240,1790299228885456748,240,-71.67,-92.82,1790299228915491129
24480,1790299228905456748,240,-71.67,-92.82,1790299228940645415
24720,1790299228925456748,240,-71.69,-93.39,1790299228958617731
24960,1790299228945456748,240,-71.69,-93.39,1790299228977914570
25200,1790299228965456748,240,-71.69,-93.39,1790299228998947014
25440,1790299228985456748,240,-71.69,-93.39,1790299229017047138
25680,1790299229005456748,240,-71.69,-93.39,1790299229040146650
25920,1790299229025456748,240,-71.69,-92.9,1790299229059106858
26160,1790299229045456748,240,-71.69,-92.9,1790299229073869588
26400,1790299229065456748,240,-71.69,-92.9,1790299229097553384
26640,1790299229085456748,240,-71.69,-92.9,1790299229115762040
26880,1790299229105456748,240,-71.69,-92.9,1790299229135965897
27120,1790299229125456748,240,-71.7,-93.18,1790299229156001928
27360,1790299229145456748,240,-71.7,-93.18,1790299229177296693
27600,1790299229165456748,240,-71.7,-93.18,1790299229195867122
27840,1790299229185456748,240,-71.7,-93.18,1790299229214604540
28080,1790299229205456748,240,-71.7,-93.18,1790299229238779524
28320,1790299229225456748,240,-71.7,-92.54,1790299229257635740
28560,1790299229245456748,240,-71.7,-92.54,1790299229278141517
28800,1790299229265456748,240,-71.7,-92.54,1790299229298570680
29040,1790299229285456748,240,-71.7,-92.54,1790299229317641795
29280,1790299229305456748,240,-71.7,-92.54,1790299229337369411
29520,1790299229325456748,240,-71.7,-93.24,1790299229356876051
29760,1790299229345456748,240,-71.7,-93.24,1790299229378261608
30000,1790299229365456748,240,-71.7,-93.24,1790299229399285252
30240,1790299229385456748,240,-71.7,-93.24,1790299229417575691
30480,1790299229405456748,240,-71.7,-93.24,1790299229433571873
30720,1790299229425456748,240,-71.72,-89.34,1790299229456971558
30960,1790299229445456748,240,-71.72,-89.34,1790299229474412668
31200,1790299229465456748,240,-71.72,-89.34,1790299229494375855
31440,1790299229485456748,240,-71.72,-89.34,1790299229515864147
31680,1790299229505456748,240,-71.72,-89.44,1790299229536316427
31920,1790299229525456748,240,-71.72,-89.44,1790299229556150060
32160,1790299229545456748,240,-71.72,-89.44,1790299229575320000
32400,1790299229565456748,240,-71.72,-89.44,1790299229598654803
32640,1790299229585456748,240,-71.72,-89.44,1790299229618134834
32880,1790299229605456748,240,-71.72,-89.44,1790299229638369980
33120,1790299229625456748,240,-71.69,-89.6,1790299229658574536
33360,1790299229645456748,240,-71.69,-89.6,1790299229678645975
33600,1790299229665456748,240,-71.69,-89.6,1790299229698691574
33840,1790299229685456748,240,-71.69,-89.6,1790299229718399564
34080,1790299229705456748,240,-71.69,-89.6,1790299229737674265
34320,1790299229725456748,240,-71.7,-90.27,1790299229757510691
34560,1790299229745456748,240,-71.7,-90.27,1790299229784648236
34800,1790299229765456748,240,-71.7,-90.27,1790299229799350065
35040,1790299229785456748,240,-71.7,-90.27,1790299229821874091
35280,1790299229805456748,240,-71.67,-90.73,1790299229839356825
35520,1790299229825456748,240,-71.67,-90.73,1790299229862545662
35760,1790299229845456748,240,-71.67,-90.73,1790299229882878375
36000,1790299229865456748,240,-71.68,-90.2,1790299229904563827
36240,1790299229885456748,240,-71.68,-90.2,1790299229920642420
36480,1790299229905456748,240,-71.68,-90.2,1790299229944831093
36720,1790299229925456748,240,-71.68,-90.2,1790299229961059982
36960,1790299229945456748,240,-71.68,-90.2,1790299229981736659
37200,1790299229965456748,240,-71.69,-90.45,1790299230000984960
37440,1790299229985456748,240,-71.69,-90.45,1790299230021937786
37680,1790299230005456748,240,-71.69,-90.45,1790299230039569420
37920,1790299230025456748,240,-71.69,-90.45,1790299230060027077
38160,1790299230045456748,240,-71.69,-90.45,1790299230080053749
38400,1790299230065456748,240,-71.69,-90.45,1790299230100645012
38640,1790299230085456748,240,-71.68,-91.5,1790299230124605096
38880,1790299230105456748,240,-71.68,-91.5,1790299230141368684
39120,1790299230125456748,240,-71.68,-91.5,1790299230160348239
39360,1790299230145456748,240,-71.68,-91.5,1790299230183908278
39600,1790299230165456748,240,-71.7,-92.19,1790299230204018409
39840,1790299230185456748,240,-71.7,-92.19,1790299230223661378
40080,1790299230205456748,240,-71.7,-92.19,1790299230240650410
40320,1790299230225456748,240,-71.7,-92.19,1790299230265121448
40560,1790299230245456748,240,-71.7,-92.19,1790299230284595193
40800,1790299230265456748,240,-71.68,-91.92,1790299230303414185
41040,1790299230285456748,240,-71.68,-91.92,1790299230322272217
41280,1790299230305456748,240,-71.68,-91.92,1790299230346153452
41520,1790299230325456748,240,-71.68,-91.92,1790299230363596447
41760,1790299230345456748,240,-71.68,-91.92,1790299230384479433
42000,1790299230365456748,240,-71.68,-91.92,1790299230398933677
42240,1790299230385456748,240,-71.66,-92.23,1790299230425294387
42480,1790299230405456748,240,-71.66,-92.23,1790299230445444327
42720,1790299230425456748,240,-71.66,-92.23,1790299230461627262
42960,1790299230445456748,240,-71.66,-92.23,1790299230482334249
43200,1790299230465456748,240,-71.66,-92.23,1790299230503779800
43440,1790299230485456748,240,-71.66,-92.72,1790299230518653855
43680,1790299230505456748,240,-71.66,-92.72,1790299230538770132
43920,1790299230525456748,240,-71.66,-92.72,1790299230561050764
44160,1790299230545456748,240,-71.66,-92.72,1790299230582410341
44400,1790299230565456748,240,-71.66,-93.1,1790299230599975836
44640,1790299230585456748,240,-71.66,-93.1,1790299230619632214
44880,1790299230605456748,240,-71.66,-93.1,1790299230644423261
45120,1790299230625456748,240,-71.66,-93.1,1790299230660652569
45360,1790299230645456748,240,-71.66,-93.1,1790299230681586259
45600,1790299230665456748,240,-71.68,-93.08,1790299230703761991
45840,1790299230685456748,240,-71.68,-93.08,1790299230720541991
46080,1790299230705456748,240,-71.68,-93.08,1790299230743767913
46320,1790299230725456748,240,-71.68,-93.08,1790299230760955991
46560,1790299230745456748,240,-71.68,-93.08,1790299230780576332
46800,1790299230765456748,240,-71.65,-93.25,1790299230801189943
47040,1790299230785456748,240,-71.65,-93.25,1790299230822050160
47280,1790299230805456748,240,-71.65,-93.25,1790299230841091314
47520,1790299230825456748,240,-71.65,-93.25,1790299230862251217
47760,1790299230845456748,240,-71.65,-93.25,1790299230878053800
48000,1790299230865456748,240,-71.65,-93.25,1790299230897667436
48240,1790299230885456748,240,-71.67,-92.88,1790299230918132147
48480,1790299230905456748,240,-71.67,-92.88,1790299230941252960
48720,1790299230925456748,240,-71.67,-92.88,1790299230960437426
48960,1790299230945456748,240,-71.67,-92.88,1790299230980386715
49200,1790299230965456748,240,-71.67,-92.88,1790299231000417787
49440,1790299230985456748,240,-71.65,-93.15,1790299231022234190
49680,1790299231005456748,240,-71.65,-93.15,1790299231041946859
49920,1790299231025456748,240,-71.65,-93.15,1790299231060165014
50160,1790299231045456748,240,-71.65,-93.15,1790299231081193058
50400,1790299231065456748,240,-71.67,-92.89,1790299231102949538
50640,1790299231085456748,240,-71.67,-92.89,1790299231123254594
50880,1790299231105456748,240,-71.67,-92.89,1790299231144239756
51120,1790299231125456748,240,-71.67,-92.89,1790299231162553172
51360,1790299231145456748,240,-71.67,-92.89,1790299231184168644
51600,1790299231165456748,240,-71.66,-92.5,1790299231204067369
51840,1790299231185456748,240,-71.66,-92.5,1790299231221863128
52080,1790299231205456748,240,-71.66,-92.5,1790299231240691059
52320,1790299231225456748,240,-71.66,-92.5,1790299231259966458
52560,1790299231245456748,240,-71.66,-92.5,1790299231281496166
52800,1790299231265456748,240,-71.67,-92.26,1790299231305574770
53040,1790299231285456748,240,-71.67,-92.26,1790299231319190370
53280,1790299231305456748,240,-71.67,-92.26,1790299231339715354
53520,1790299231325456748,240,-71.67,-92.26,1790299231360607977
53760,1790299231345456748,240,-71.67,-92.26,1790299231380931750
54000,1790299231365456748,240,-71.66,-92.38,1790299231400563894
54240,1790299231385456748,240,-71.66,-92.38,1790299231418906224
54480,1790299231405456748,240,-71.66,-92.38,1790299231440714316
54720,1790299231425456748,240,-71.66,-92.38,1790299231462764685
54960,1790299231445456748,240,-71.66,-92.38,1790299231482546915
55200,1790299231465456748,240,-71.66,-92.38,1790299231499818103
55440,1790299231485456748,240,-71.67,-92.66,1790299231524513119
55680,1790299231505456748,240,-71.67,-92.66,1790299231540041509
55920,1790299231525456748,240,-71.67,-92.66,1790299231563996356
56160,1790299231545456748,240,-71.67,-92.66,1790299231577795916
56400,1790299231565456748,240,-71.66,-92.48,1790299231596852085
56640,1790299231585456748,240,-71.66,-92.48,1790299231618278848
56880,1790299231605456748,240,-71.66,-92.48,1790299231636408305
57120,1790299231625456748,240,-71.66,-92.48,1790299231663989686
57360,1790299231645456748,240,-71.66,-92.48,1790299231676500271
57600,1790299231665456748,240,-71.68,-91.93,1790299231701475487
57840,1790299231685456748,240,-71.68,-91.93,1790299231723650729
58080,1790299231705456748,240,-71.68,-91.93,1790299231746123423
58320,1790299231725456748,240,-71.68,-91.93,1790299231760952570
58560,1790299231745456748,240,-71.68,-91.93,1790299231781030994
58800,1790299231765456748,240,-71.65,-92.11,1790299231802641717
59040,1790299231785456748,240,-71.65,-92.11,1790299231821135671
59280,1790299231805456748,240,-71.65,-92.11,1790299231841014910
59520,1790299231825456748,240,-71.65,-92.11,1790299231863173112
59760,1790299231845456748,240,-71.65,-92.11,1790299231881664552
60000,1790299231865456748,240,-71.63,-91.75,1790299231904147232
60240,1790299231885456748,240,-71.63,-91.75,1790299231921662094
60480,1790299231905456748,240,-71.63,-91.75,1790299231945474815
60720,1790299231925456748,240,-71.63,-91.75,1790299231962495904
60960,1790299231945456748,240,-71.63,-91.75,1790299231979865707
61200,1790299231965456748,240,-71.68,-91.92,1790299231999215137
61440,1790299231985456748,240,-71.68,-91.92,1790299232020577158
61680,1790299232005456748,240,-71.68,-91.92,1790299232038962929
61920,1790299232025456748,240,-71.68,-91.92,1790299232059513893
62160,1790299232045456748,240,-71.68,-91.92,1790299232080718284
62400,1790299232065456748,240,-71.65,-92.53,1790299232102201129
62640,1790299232085456748,240,-71.65,-92.53,1790299232119647826
62880,1790299232105456748,240,-71.65,-92.53,1790299232141046024
63120,1790299232125456748,240,-71.65,-92.53,1790299232155918892
63360,1790299232145456748,240,-71.65,-92.53,1790299232176322563
63600,1790299232165456748,240,-71.65,-92.53,1790299232198452619
63840,1790299232185456748,240,-71.67,-92.6,1790299232217258760
64080,1790299232205456748,240,-71.67,-92.6,1790299232239276094
64320,1790299232225456748,240,-71.67,-92.6,1790299232259383362
64560,1790299232245456748,240,-71.67,-92.6,1790299232279138564
64800,1790299232265456748,240,-71.63,-92.74,1790299232297843017
65040,1790299232285456748,240,-71.63,-92.74,1790299232316151685
65280,1790299232305456748,240,-71.63,-92.74,1790299232336668846
65520,1790299232325456748,240,-71.63,-92.74,1790299232356643417
65760,1790299232345456748,240,-71.63,-92.74,1790299232376358042
66000,1790299232365456748,240,-71.63,-92.74,1790299232397395934
66240,1790299232385456748,240,-71.64,-92.88,1790299232416376536
66480,1790299232405456748,240,-71.64,-92.88,1790299232437144215
66720,1790299232425456748,240,-71.64,-92.88,1790299232455763114
66960,1790299232445456748,240,-71.64,-92.88,1790299232479041416
67200,1790299232465456748,240,-71.67,-92.87,1790299232497052144
67440,1790299232485456748,240,-71.67,-92.87,1790299232516385161
67680,1790299232505456748,240,-71.67,-92.87,1790299232537213951
67920,1790299232525456748,240,-71.67,-92.87,1790299232558731437
68160,1790299232545456748,240,-71.67,-92.87,1790299232579244408
68400,1790299232565456748,240,-71.67,-92.87,1790299232600542664
68640,1790299232585456748,240,-71.66,-93.2,1790299232618908880
68880,1790299232605456748,240,-71.66,-93.2,1790299232638966981
69120,1790299232625456748,240,-71.66,-93.2,1790299232655635236
69360,1790299232645456748,240,-71.66,-93.2,1790299232674505071
69600,1790299232665456748,240,-71.66,-93.2,1790299232694289327
69840,1790299232685456748,240,-71.6,-92.63,1790299232716791843
70080,1790299232705456748,240,-71.6,-92.63,1790299232738521643
70320,1790299232725456748,240,-71.6,-92.63,1790299232758334883
70560,1790299232745456748,240,-71.6,-92.63,1790299232777110015
70800,1790299232765456748,240,-71.6,-92.63,1790299232797582199
71040,1790299232785456748,240,-71.68,-93.32,1790299232816486326
71280,1790299232805456748,240,-71.68,-93.32,1790299232837062432
71520,1790299232825456748,240,-71.68,-93.32,1790299232856309057
71760,1790299232845456748,240,-71.68,-93.32,1790299232876122227
72000,1790299232865456748,240,-71.68,-93.32,1790299232899290531
72240,1790299232885456748,240,-71.64,-93.86,1790299232916857633
72480,1790299232905456748,240,-71.64,-93.86,1790299232936484817
72720,1790299232925456748,240,-71.64,-93.86,1790299232959537256
72960,1790299232945456748,240,-71.64,-93.86,1790299232978716694
73200,1790299232965456748,240,-71.64,-93.86,1790299232993795800
73440,1790299232985456748,240,-71.66,-92.52,1790299233016752837
73680,1790299233005456748,240,-71.66,-92.52,1790299233036415780
73920,1790299233025456748,240,-71.66,-92.52,1790299233056177129
74160,1790299233045456748,240,-71.66,-92.52,1790299233075667636
74400,1790299233065456748,240,-71.66,-92.52,1790299233094739589
74640,1790299233085456906,240,-71.69,-93.12,1790299233117546329
74880,1790299233105456906,240,-71.69,-93.12,1790299233138770485
75120,1790299233125456906,240,-71.69,-93.12,1790299233157728529
75360,1790299233145456906,240,-71.69,-93.12,1790299233178971193
75600,1790299233165456906,240,-71.69,-93.12,1790299233197210160
75840,1790299233185456906,240,-71.64,-93.16,1790299233215420561
76080,1790299233205456906,240,-71.64,-93.16,1790299233239790330
76320,1790299233225456906,240,-71.64,-93.16,1790299233258862074
76560,1790299233245456906,240,-71.64,-93.16,1790299233277316848
76800,1790299233265456906,240,-71.64,-93.16,1790299233300771777
77040,1790299233285456906,240,-71.66,-91.73,1790299233318692620
77280,1790299233305456906,240,-71.66,-91.73,1790299233342335350
77520,1790299233325456906,240,-71.66,-91.73,1790299233356118289
77760,1790299233345456906,240,-71.66,-91.73,1790299233375446417
78000,1790299233365456906,240,-71.66,-91.73,1790299233395555431
78240,1790299233385456906,240,-71.64,-92.36,1790299233414201358
78480,1790299233405456906,240,-71.64,-92.36,1790299233435790290
78720,1790299233425456906,240,-71.64,-92.36,1790299233455588584
78960,1790299233445456906,240,-71.64,-92.36,1790299233474661026
79200,1790299233465456906,240,-71.64,-92.36,1790299233498411380
79440,1790299233485456906,240,-71.69,-92.77,1790299233516695534
79680,1790299233505456906,240,-71.69,-92.77,1790299233536530284
79920,1790299233525456906,240,-71.69,-92.77,1790299233556016392
80160,1790299233545456906,240,-71.69,-92.77,1790299233578857144
80400,1790299233565456906,240,-71.69,-92.77,1790299233598397447
80640,1790299233585455897,240,-71.66,-92.45,1790299233616884906
80880,1790299233605455897,240,-71.66,-92.45,1790299233640176548
81120,1790299233625455897,240,-71.66,-92.45,1790299233659341599
81360,1790299233645455897,240,-71.66,-92.45,1790299233679046726
81600,1790299233665455897,240,-71.66,-92.45,1790299233699896328
81840,1790299233685455897,240,-71.67,-92.75,1790299233714944984
82080,1790299233705455897,240,-71.67,-92.75,1790299233734503097
82320,1790299233725455897,240,-71.67,-92.75,1790299233754159475
82560,1790299233745455897,240,-71.67,-92.75,1790299233774321637
82800,1790299233765455897,240,-71.67,-92.75,1790299233797596727
83040,1790299233785455897,240,-71.62,-92.56,1790299233815965038
83280,1790299233805455897,240,-71.62,-92.56,1790299233834962821
83520,1790299233825455897,240,-71.62,-92.56,1790299233857653766
83760,1790299233845455897,240,-71.62,-92.56,1790299233877892404
84000,1790299233865455897,240,-71.62,-92.56,1790299233897843508
84240,1790299233885455897,240,-71.64,-93.13,1790299233917187909
84480,1790299233905455897,240,-71.64,-93.13,1790299233937197750
84720,1790299233925455897,240,-71.64,-93.13,1790299233956637204
84960,1790299233945455897,240,-71.64,-93.13,1790299233976536836
85200,1790299233965455897,240,-71.64,-93.13,1790299233999822542
85440,1790299233985455897,240,-71.68,-93.26,1790299234018530766
85680,1790299234005455897,240,-71.68,-93.26,1790299234036925896
85920,1790299234025455897,240,-71.68,-93.26,1790299234060706282
86160,1790299234045455897,240,-71.68,-93.26,1790299234076030598
86400,1790299234065455897,240,-71.68,-93.26,1790299234096734862
86640,1790299234085455897,240,-71.54,-89.42,1790299234115490019
86880,1790299234105455897,240,-71.54,-89.42,1790299234136592443
87120,1790299234125455897,240,-71.54,-89.42,1790299234155972184
87360,1790299234145455897,240,-71.54,-89.42,1790299234175609635
87600,1790299234165455897,240,-71.54,-89.42,1790299234196112339
87840,1790299234185455897,240,-71.62,-90.33,1790299234217479878
88080,1790299234205455897,240,-71.62,-90.33,1790299234236582212
88320,1790299234225455897,240,-71.62,-90.33,1790299234255709200
88560,1790299234245455897,240,-71.62,-90.33,1790299234280749925
88800,1790299234265455897,240,-71.62,-90.33,1790299234300150269
89040,1790299234285455897,240,-71.62,-91.3,1790299234318150311
89280,1790299234305455897,240,-71.62,-91.3,1790299234336969093
89520,1790299234325455897,240,-71.62,-91.3,1790299234360220018
89760,1790299234345455897,240,-71.62,-91.3,1790299234377215756
90000,1790299234365455897,240,-71.62,-91.3,1790299234397533034
90240,1790299234385455897,240,-71.66,-92.19,1790299234418855176
90480,1790299234405455897,240,-71.66,-92.19,1790299234437180116
90720,1790299234425455897,240,-71.66,-92.19,1790299234458396799
90960,1790299234445455897,240,-71.66,-92.19,1790299234475765484
91200,1790299234465455897,240,-71.66,-92.19,1790299234495455037
91440,1790299234485455897,240,-71.65,-92.98,1790299234517520491
91680,1790299234505455897,240,-71.65,-92.98,1790299234538819725
91920,1790299234525455897,240,-71.65,-92.98,1790299234556863558
92160,1790299234545455897,240,-71.65,-92.98,1790299234576709203
92400,1790299234565455897,240,-71.65,-92.98,1790299234596520976
92640,1790299234585455897,240,-71.6,-93.35,1790299234618571834
92880,1790299234605455897,240,-71.6,-93.35,1790299234637684574
93120,1790299234625455897,240,-71.6,-93.35,1790299234658239239
93360,1790299234645455897,240,-71.6,-93.35,1790299234679682625
93600,1790299234665455897,240,-71.6,-93.35,1790299234701189844
93840,1790299234685455897,240,-71.65,-92.56,1790299234717532713
94080,1790299234705455897,240,-71.65,-92.56,1790299234737832391
94320,1790299234725455897,240,-71.65,-92.56,1790299234757222957
94560,1790299234745455897,240,-71.65,-92.56,1790299234773364266
94800,1790299234765455897,240,-71.65,-92.56,1790299234797349494
95040,1790299234785455897,240,-71.65,-92.85,1790299234816123089
95280,1790299234805455897,240,-71.65,-92.85,1790299234834448588
95520,1790299234825455897,240,-71.65,-92.85,1790299234856553921
95760,1790299234845455897,240,-71.65,-92.85,1790299234876865262
96000,1790299234865455897,240,-71.65,-92.85,1790299234896708533
96240,1790299234885455897,240,-71.64,-93.58,1790299234915482268
96480,1790299234905455897,240,-71.64,-93.58,1790299234939038885
96720,1790299234925455897,240,-71.64,-93.58,1790299234956445493
96960,1790299234945455897,240,-71.64,-93.58,1790299234976300079
97200,1790299234965455897,240,-71.64,-93.58,1790299234996267177
97440,1790299234985455897,240,-71.68,-93.05,1790299235018162988
97680,1790299235005455897,240,-71.68,-93.05,1790299235037911905
97920,1790299235025455897,240,-71.68,-93.05,1790299235057476722
98160,1790299235045455897,240,-71.68,-93.05,1790299235080018767
98400,1790299235065455897,240,-71.68,-93.05,1790299235100446882
98640,1790299235085455897,240,-71.67,-93.27,1790299235117163328
98880,1790299235105455897,240,-71.67,-93.27,1790299235139432087
99120,1790299235125455897,240,-71.67,-93.27,1790299235153931588
99360,1790299235145455897,240,-71.67,-93.27,1790299235176483759
99600,1790299235165455897,240,-71.67,-93.27,1790299235196944210
99840,1790299235185455897,240,-71.6,-93.45,1790299235215842471
100080,1790299235205455897,240,-71.6,-93.45,1790299235235831359
100320,1790299235225455897,240,-71.6,-93.45,1790299235257468482
100560,1790299235245455897,240,-71.6,-93.45,1790299235277632739
100800,1790299235265455897,240,-71.6,-93.45,1790299235297389408
101040,1790299235285455897,240,-71.6,-93.61,1790299235317068415
101280,1790299235305455897,240,-71.6,-93.61,1790299235341057763
101520,1790299235325455897,240,-71.6,-93.61,1790299235357470472
101760,1790299235345455897,240,-71.6,-93.61,1790299235377663504
102000,1790299235365455897,240,-71.6,-93.61,1790299235396502679
102240,1790299235385455897,240,-71.65,-93.41,1790299235419537868
102480,1790299235405455897,240,-71.65,-93.41,1790299235439014965
102720,1790299235425455897,240,-71.65,-93.41,1790299235459057142
102960,1790299235445455897,240,-71.65,-93.41,1790299235478870591
103200,1790299235465455897,240,-71.65,-93.41,1790299235495489470
103440,1790299235485455897,240,-71.63,-93.69,1790299235515578789
103680,1790299235505455897,240,-71.63,-93.69,1790299235535282379
103920,1790299235525455897,240,-71.63,-93.69,1790299235554808574
104160,1790299235545455897,240,-71.63,-93.69,1790299235577183561
104400,1790299235565455897,240,-71.63,-93.69,1790299235596956084
104640,1790299235585455897,240,-71.62,-94.11,1790299235616229248
104880,1790299235605455897,240,-71.62,-94.11,1790299235635527624
105120,1790299235625455897,240,-71.62,-94.11,1790299235658772263
105360,1790299235645455897,240,-71.62,-94.11,1790299235678596468
105600,1790299235665455897,240,-71.62,-94.11,1790299235698122873
105840,1790299235685455897,240,-71.69,-93.89,1790299235716018365
106080,1790299235705455897,240,-71.69,-93.89,1790299235741011808
106320,1790299235725455897,240,-71.69,-93.89,1790299235758593158
