# ubersdr-ntp-iqrecord https://m9psy-1.instance.ubersdr.org carrier_hz=60000 mode=iq bandwidth=-6000..6000 min_margin=0
frame,timestamp_ns,frames,baseband_dbfs,noise_dbfs,host_unix_ns
20640,1790299228585456748,240,-69.87,-101.32,1790299228617197993
20880,1790299228605456748,240,-69.87,-101.32,1790299228636971913
21120,1790299228625456748,240,-69.87,-101.56,1790299228658833712
21360,1790299228645456748,240,-69.87,-101.56,1790299228678638501
21600,1790299228665456748,240,-69.87,-101.56,1790299228700665752
21840,1790299228685456748,240,-69.87,-101.56,1790299228719112773
22080,1790299228705456748,240,-69.87,-101.56,1790299228734780355
22320,1790299228725456748,240,-69.84,-101.56,1790299228753769059
22560,1790299228745456748,240,-69.84,-101.56,1790299228777538479
22800,1790299228765456748,240,-69.84,-101.56,1790299228795605848
23040,1790299228785456748,240,-69.84,-101.56,1790299228815111301
23280,1790299228805456748,240,-69.81,-100.66,1790299228836158063
23520,1790299228825456748,240,-69.81,-100.66,1790299228856019003
23760,1790299228845456748,240,-69.81,-100.66,1790299228878335533
24000,1790299228865456748,240,-69.81,-100.66,1790299228897331221
24240,1790299228885456748,240,-69.81,-100.66,1790299228916187158
24480,1790299228905456748,240,-69.81,-100.66,1790299228935887815
24720,1790299228925456748,240,-69.81,-100.46,1790299228958055865
24960,1790299228945456748,240,-69.81,-100.46,1790299228977797727
25200,1790299228965456748,240,-69.81,-100.46,1790299228997993483
25440,1790299228985456748,240,-69.81,-100.46,1790299229020036728
25680,1790299229005456748,240,-69.81,-100.46,1790299229040146650
25920,1790299229025456748,240,-77.29,-99.83,1790299229060169969
26160,1790299229045456748,240,-77.29,-99.83,1790299229076433639
26400,1790299229065456748,240,-77.29,-99.83,1790299229096241920
26640,1790299229085456748,240,-77.29,-99.83,1790299229115024455
26880,1790299229105456748,240,-77.29,-99.83,1790299229135573184
27120,1790299229125456748,240,-77.11,-100.42,1790299229155032333
27360,1790299229145456748,240,-77.11,-100.42,1790299229175640427
27600,1790299229165456748,240,-77.11,-100.42,1790299229194871197
27840,1790299229185456748,240,-77.11,-100.42,1790299229216350900
28080,1790299229205456748,240,-77.11,-100.42,1790299229236846061
28320,1790299229225456748,240,-69.75,-100.37,1790299229256557264
28560,1790299229245456748,240,-69.75,-100.37,1790299229276134513
28800,1790299229265456748,240,-69.75,-100.37,1790299229297534807
29040,1790299229285456748,240,-69.75,-100.37,1790299229317641795
29280,1790299229305456748,240,-69.75,-100.37,1790299229336840090
29520,1790299229325456748,240,-70.21,-101.15,1790299229358808745
29760,1790299229345456748,240,-70.21,-101.15,1790299229377737735
30000,1790299229365456748,240,-70.21,-101.15,1790299229397969668
30240,1790299229385456748,240,-70.21,-101.15,1790299229420005929
30480,1790299229405456748,240,-70.21,-101.15,1790299229436132362
30720,1790299229425456748,240,-69.96,-100.72,1790299229456969672
30960,1790299229445456748,240,-69.96,-100.72,1790299229476323781
31200,1790299229465456748,240,-69.96,-100.72,1790299229496524914
31440,1790299229485456748,240,-69.96,-100.72,1790299229515864147
31680,1790299229505456748,240,-69.96,-100.72,1790299229535303601
31920,1790299229525456748,240,-69.9,-101.01,1790299229556156765
32160,1790299229545456748,240,-69.9,-101.01,1790299229575320000
32400,1790299229565456748,240,-69.9,-101.01,1790299229598647610
32640,1790299229585456748,240,-69.9,-101.01,1790299229615734698
32880,1790299229605456748,240,-69.9,-101.01,1790299229635864315
33120,1790299229625456748,240,-69.89,-100.7,1790299229657938918
33360,1790299229645456748,240,-69.89,-100.7,1790299229677850074
33600,1790299229665456748,240,-69.89,-100.7,1790299229697042362
33840,1790299229685456748,240,-69.89,-100.7,1790299229718404314
34080,1790299229705456748,240,-69.89,-100.7,1790299229737674265
34320,1790299229725456748,240,-69.8,-100.43,1790299229757510691
34560,1790299229745456748,240,-69.8,-100.43,1790299229784631125
34800,1790299229765456748,240,-69.8,-100.43,1790299229798558843
35040,1790299229785456748,240,-69.8,-100.43,1790299229817790591
35280,1790299229805456748,240,-69.8,-100.43,1790299229839220986
35520,1790299229825456748,240,-69.78,-100.73,1790299229865972732
35760,1790299229845456748,240,-69.78,-100.73,1790299229882868947
36000,1790299229865456748,240,-69.8,-99.2,1790299229904658252
36240,1790299229885456748,240,-69.8,-99.2,1790299229925413639
36480,1790299229905456748,240,-69.8,-99.2,1790299229944447110
36720,1790299229925456748,240,-69.8,-99.2,1790299229961059982
36960,1790299229945456748,240,-69.8,-99.2,1790299229984204051
37200,1790299229965456748,240,-69.8,-99.71,1790299230000984960
37440,1790299229985456748,240,-69.8,-99.71,1790299230023547468
37680,1790299230005456748,240,-69.8,-99.71,1790299230042527162
37920,1790299230025456748,240,-69.8,-99.71,1790299230063625396
38160,1790299230045456748,240,-69.8,-99.71,1790299230084674113
38400,1790299230065456748,240,-77.17,-100.53,1790299230104851919
38640,1790299230085456748,240,-77.17,-100.53,1790299230123279595
38880,1790299230105456748,240,-77.17,-100.53,1790299230144302261
39120,1790299230125456748,240,-77.17,-100.53,1790299230159437380
39360,1790299230145456748,240,-77.17,-100.53,1790299230185266604
39600,1790299230165456748,240,-77.27,-101.08,1790299230200963798
39840,1790299230185456748,240,-77.27,-101.08,1790299230220424134
40080,1790299230205456748,240,-77.27,-101.08,1790299230240650410
40320,1790299230225456748,240,-77.27,-101.08,1790299230265132971
40560,1790299230245456748,240,-77.27,-101.08,1790299230283432280
40800,1790299230265456748,240,-70.19,-101.7,1790299230303419842
41040,1790299230285456748,240,-70.19,-101.7,1790299230321285302
41280,1790299230305456748,240,-70.19,-101.7,1790299230347192677
41520,1790299230325456748,240,-70.19,-101.7,1790299230362399732
41760,1790299230345456748,240,-70.19,-101.7,1790299230384524690
42000,1790299230365456748,240,-70.19,-101.7,1790299230400357723
42240,1790299230385456748,240,-70.05,-101.34,1790299230421319349
42480,1790299230405456748,240,-70.05,-101.34,1790299230447106460
42720,1790299230425456748,240,-70.05,-101.34,1790299230461684531
42960,1790299230445456748,240,-70.05,-101.34,1790299230484171542
43200,1790299230465456748,240,-70.05,-101.34,1790299230504556355
43440,1790299230485456748,240,-69.95,-101.43,1790299230519598726
43680,1790299230505456748,240,-69.95,-101.43,1790299230540323383
43920,1790299230525456748,240,-69.95,-101.43,1790299230561755175
44160,1790299230545456748,240,-69.95,-101.43,1790299230581453038
44400,1790299230565456748,240,-69.95,-101.43,1790299230596949511
44640,1790299230585456748,240,-69.86,-99.89,1790299230617958628
44880,1790299230605456748,240,-69.86,-99.89,1790299230644416486
45120,1790299230625456748,240,-69.86,-99.89,1790299230660997441
45360,1790299230645456748,240,-69.86,-99.89,1790299230678479338
45600,1790299230665456748,240,-69.83,-100.75,1790299230700051439
45840,1790299230685456748,240,-69.83,-100.75,1790299230719567996
46080,1790299230705456748,240,-69.83,-100.75,1790299230739314538
46320,1790299230725456748,240,-69.83,-100.75,1790299230762282121
46560,1790299230745456748,240,-69.83,-100.75,1790299230781844075
46800,1790299230765456748,240,-69.82,-101.52,1790299230801173321
47040,1790299230785456748,240,-69.82,-101.52,1790299230823364278
47280,1790299230805456748,240,-69.82,-101.52,1790299230841063727
47520,1790299230825456748,240,-69.82,-101.52,1790299230863740773
47760,1790299230845456748,240,-69.82,-101.52,1790299230876702179
48000,1790299230865456748,240,-69.82,-101.52,1790299230896437756
48240,1790299230885456748,240,-69.79,-101.63,1790299230919900158
48480,1790299230905456748,240,-69.79,-101.63,1790299230939386335
48720,1790299230925456748,240,-69.79,-101.63,1790299230960432677
48960,1790299230945456748,240,-69.79,-101.63,1790299230979699974
49200,1790299230965456748,240,-69.81,-101.25,1790299231000417787
49440,1790299230985456748,240,-69.81,-101.25,1790299231022209955
49680,1790299231005456748,240,-69.81,-101.25,1790299231041946859
49920,1790299231025456748,240,-69.81,-101.25,1790299231060395417
50160,1790299231045456748,240,-69.81,-101.25,1790299231081173852
50400,1790299231065456748,240,-77.2,-101.16,1790299231102957080
50640,1790299231085456748,240,-77.2,-101.16,1790299231121535751
50880,1790299231105456748,240,-77.2,-101.16,1790299231145134691
51120,1790299231125456748,240,-77.2,-101.16,1790299231164261679
51360,1790299231145456748,240,-77.2,-101.16,1790299231184506602
51600,1790299231165456748,240,-77.2,-101.16,1790299231204071210
51840,1790299231185456748,240,-69.96,-101.1,1790299231221762977
52080,1790299231205456748,240,-69.96,-101.1,1790299231238769260
52320,1790299231225456748,240,-69.96,-101.1,1790299231259966458
52560,1790299231245456748,240,-69.96,-101.1,1790299231281937976
52800,1790299231265456748,240,-69.96,-101.57,1790299231300616798
53040,1790299231285456748,240,-69.96,-101.57,1790299231321259532
53280,1790299231305456748,240,-69.96,-101.57,1790299231339715354
53520,1790299231325456748,240,-69.96,-101.57,1790299231361746446
53760,1790299231345456748,240,-69.96,-101.57,1790299231379549888
54000,1790299231365456748,240,-69.87,-101.62,1790299231400554815
54240,1790299231385456748,240,-69.87,-101.62,1790299231418937164
54480,1790299231405456748,240,-69.87,-101.62,1790299231438608488
54720,1790299231425456748,240,-69.87,-101.62,1790299231462743593
54960,1790299231445456748,240,-69.87,-101.62,1790299231482546915
55200,1790299231465456748,240,-69.84,-101.09,1790299231501563276
55440,1790299231485456748,240,-69.84,-101.09,1790299231524513119
55680,1790299231505456748,240,-69.84,-101.09,1790299231542237781
55920,1790299231525456748,240,-69.84,-101.09,1790299231562324795
56160,1790299231545456748,240,-69.84,-101.09,1790299231577348238
56400,1790299231565456748,240,-69.84,-100.9,1790299231596928491
56640,1790299231585456748,240,-69.84,-100.9,1790299231617636037
56880,1790299231605456748,240,-69.84,-100.9,1790299231641850271
57120,1790299231625456748,240,-69.84,-100.9,1790299231660173675
57360,1790299231645456748,240,-69.84,-100.9,1790299231681064971
57600,1790299231665456748,240,-69.77,-101.01,1790299231702536153
57840,1790299231685456748,240,-69.77,-101.01,1790299231723794112
58080,1790299231705456748,240,-69.77,-101.01,1790299231745037823
58320,1790299231725456748,240,-69.77,-101.01,1790299231764148119
58560,1790299231745456748,240,-69.77,-101.01,1790299231780870850
58800,1790299231765456748,240,-69.82,-101.68,1790299231802539680
59040,1790299231785456748,240,-69.82,-101.68,1790299231819391686
59280,1790299231805456748,240,-69.82,-101.68,1790299231839753033
59520,1790299231825456748,240,-69.82,-101.68,1790299231863191620
59760,1790299231845456748,240,-69.82,-101.68,1790299231880188125
60000,1790299231865456748,240,-69.82,-101.68,1790299231902352264
60240,1790299231885456748,240,-69.76,-101.91,1790299231920584595
60480,1790299231905456748,240,-69.76,-101.91,1790299231945354131
60720,1790299231925456748,240,-69.76,-101.91,1790299231962495904
60960,1790299231945456748,240,-69.76,-101.91,1790299231980778661
61200,1790299231965456748,240,-69.8,-101.83,1790299231999215137
61440,1790299231985456748,240,-69.8,-101.83,1790299232021370964
61680,1790299232005456748,240,-69.8,-101.83,1790299232040773821
61920,1790299232025456748,240,-69.8,-101.83,1790299232059460325
62160,1790299232045456748,240,-69.8,-101.83,1790299232080721078
62400,1790299232065456748,240,-77.31,-102.19,1790299232102601105
62640,1790299232085456748,240,-77.31,-102.19,1790299232119665915
62880,1790299232105456748,240,-77.31,-102.19,1790299232142143916
63120,1790299232125456748,240,-77.31,-102.19,1790299232156214108
63360,1790299232145456748,240,-77.31,-102.19,1790299232177152267
63600,1790299232165456748,240,-69.96,-102.07,1790299232197403825
63840,1790299232185456748,240,-69.96,-102.07,1790299232216897825
64080,1790299232205456748,240,-69.96,-102.07,1790299232239276094
64320,1790299232225456748,240,-69.96,-102.07,1790299232259479253
64560,1790299232245456748,240,-69.96,-102.07,1790299232279135281
64800,1790299232265456748,240,-69.88,-101.8,1790299232297836243
65040,1790299232285456748,240,-69.88,-101.8,1790299232316040918
65280,1790299232305456748,240,-69.88,-101.8,1790299232336659837
65520,1790299232325456748,240,-69.88,-101.8,1790299232357562936
65760,1790299232345456748,240,-69.88,-101.8,1790299232375946403
66000,1790299232365456748,240,-69.88,-101.8,1790299232398452899
66240,1790299232385456748,240,-69.89,-101.8,1790299232417552160
66480,1790299232405456748,240,-69.89,-101.8,1790299232437135066
66720,1790299232425456748,240,-69.89,-101.8,1790299232457013816
66960,1790299232445456748,240,-69.89,-101.8,1790299232476969879
67200,1790299232465456748,240,-69.89,-101.8,1790299232497028888
67440,1790299232485456748,240,-69.85,-101.68,1790299232517885194
67680,1790299232505456748,240,-69.85,-101.68,1790299232537213951
67920,1790299232525456748,240,-69.85,-101.68,1790299232558886971
68160,1790299232545456748,240,-69.85,-101.68,1790299232579244408
68400,1790299232565456748,240,-69.85,-101.68,1790299232600545458
68640,1790299232585456748,240,-69.82,-101.3,1790299232618905109
68880,1790299232605456748,240,-69.82,-101.3,1790299232640291015
69120,1790299232625456748,240,-69.82,-101.3,1790299232655643687
69360,1790299232645456748,240,-69.82,-101.3,1790299232674505071
69600,1790299232665456748,240,-69.82,-101.3,1790299232694307835
69840,1790299232685456748,240,-69.8,-101.17,1790299232716791843
70080,1790299232705456748,240,-69.8,-101.17,1790299232738601122
70320,1790299232725456748,240,-69.8,-101.17,1790299232758334883
70560,1790299232745456748,240,-69.8,-101.17,1790299232777123634
70800,1790299232765456748,240,-69.8,-101.17,1790299232797461654
71040,1790299232785456748,240,-69.83,-101.36,1790299232816718755
71280,1790299232805456748,240,-69.83,-101.36,1790299232837062432
71520,1790299232825456748,240,-69.83,-101.36,1790299232856309057
71760,1790299232845456748,240,-69.83,-101.36,1790299232876122227
72000,1790299232865456748,240,-69.83,-101.36,1790299232896559211
72240,1790299232885456748,240,-69.78,-101.72,1790299232918215330
72480,1790299232905456748,240,-69.78,-101.72,1790299232942415317
72720,1790299232925456748,240,-69.78,-101.72,1790299232958180326
72960,1790299232945456748,240,-69.78,-101.72,1790299232978113412
73200,1790299232965456748,240,-69.77,-101.52,1790299232993795800
73440,1790299232985456748,240,-69.77,-101.52,1790299233013596609
73680,1790299233005456748,240,-69.77,-101.52,1790299233036415780
73920,1790299233025456748,240,-69.77,-101.52,1790299233056191167
74160,1790299233045456748,240,-69.77,-101.52,1790299233076158055
74400,1790299233065456748,240,-69.77,-101.52,1790299233095873518
74640,1790299233085456906,240,-77.37,-101.43,1790299233115195710
74880,1790299233105456906,240,-77.37,-101.43,1790299233135376171
75120,1790299233125456906,240,-77.37,-101.43,1790299233157038575
75360,1790299233145456906,240,-77.37,-101.43,1790299233178981669
75600,1790299233165456906,240,-77.37,-101.43,1790299233196304958
75840,1790299233185456906,240,-77.39,-101.78,1790299233218320476
76080,1790299233205456906,240,-77.39,-101.78,1790299233239180693
76320,1790299233225456906,240,-77.39,-101.78,1790299233258849992
76560,1790299233245456906,240,-77.39,-101.78,1790299233278665816
76800,1790299233265456906,240,-77.39,-101.78,1790299233298271071
77040,1790299233285456906,240,-70.1,-100.85,1790299233318474160
77280,1790299233305456906,240,-70.1,-100.85,1790299233337403150
77520,1790299233325456906,240,-70.1,-100.85,1790299233354477388
77760,1790299233345456906,240,-70.1,-100.85,1790299233374256056
78000,1790299233365456906,240,-70.1,-100.85,1790299233394100934
78240,1790299233385456906,240,-70,-100.92,1790299233415775142
78480,1790299233405456906,240,-70,-100.92,1790299233435300150
78720,1790299233425456906,240,-70,-100.92,1790299233454759019
78960,1790299233445456906,240,-70,-100.92,1790299233476878390
79200,1790299233465456906,240,-70,-100.92,1790299233496890535
79440,1790299233485456906,240,-69.9,-101.03,1790299233515535345
79680,1790299233505456906,240,-69.9,-101.03,1790299233540781471
79920,1790299233525456906,240,-69.9,-101.03,1790299233559023720
80160,1790299233545456906,240,-69.9,-101.03,1790299233578833678
80400,1790299233565455897,240,-69.82,-99.41,1790299233599293640
80640,1790299233585455897,240,-69.82,-99.41,1790299233619529274
80880,1790299233605455897,240,-69.82,-99.41,1790299233639327917
81120,1790299233625455897,240,-69.82,-99.41,1790299233658516784
81360,1790299233645455897,240,-69.82,-99.41,1790299233678599189
81600,1790299233665455897,240,-69.82,-99.41,1790299233699130877
81840,1790299233685455897,240,-69.82,-100.04,1790299233714422508
82080,1790299233705455897,240,-69.82,-100.04,1790299233733698954
82320,1790299233725455897,240,-69.82,-100.04,1790299233754561546
82560,1790299233745455897,240,-69.82,-100.04,1790299233774332532
82800,1790299233765455897,240,-69.82,-100.04,1790299233797261493
83040,1790299233785455897,240,-69.81,-100.03,1790299233815685537
83280,1790299233805455897,240,-69.81,-100.03,1790299233834960447
83520,1790299233825455897,240,-69.81,-100.03,1790299233857554243
83760,1790299233845455897,240,-69.81,-100.03,1790299233876808271
84000,1790299233865455897,240,-69.81,-100.03,1790299233896405843
84240,1790299233885455897,240,-69.81,-100.78,1790299233918545328
84480,1790299233905455897,240,-69.81,-100.78,1790299233941584637
84720,1790299233925455897,240,-69.81,-100.78,1790299233957451264
84960,1790299233945455897,240,-69.81,-100.78,1790299233977162257
85200,1790299233965455897,240,-69.81,-100.78,1790299233997522976
85440,1790299233985455897,240,-69.76,-100.62,1790299234016850685
85680,1790299234005455897,240,-69.76,-100.62,1790299234038873955
85920,1790299234025455897,240,-69.76,-100.62,1790299234059808693
86160,1790299234045455897,240,-69.76,-100.62,1790299234074564857
86400,1790299234065455897,240,-69.76,-100.62,1790299234096581422
86640,1790299234085455897,240,-76.88,-100.58,1790299234115029980
86880,1790299234105455897,240,-76.88,-100.58,1790299234139163688
87120,1790299234125455897,240,-76.88,-100.58,1790299234156670169
87360,1790299234145455897,240,-76.88,-100.58,1790299234177051351
87600,1790299234165455897,240,-76.88,-100.58,1790299234197203806
87840,1790299234185455897,240,-69.89,-100.91,1790299234217175024
88080,1790299234205455897,240,-69.89,-100.91,1790299234236274425
88320,1790299234225455897,240,-69.89,-100.91,1790299234255421108
88560,1790299234245455897,240,-69.89,-100.91,1790299234277977959
88800,1790299234265455897,240,-69.89,-100.91,1790299234300239944
89040,1790299234285455897,240,-69.88,-100.88,1790299234319153359
89280,1790299234305455897,240,-69.88,-100.88,1790299234339588947
89520,1790299234325455897,240,-69.88,-100.88,1790299234360220018
89760,1790299234345455897,240,-69.88,-100.88,1790299234377400064
90000,1790299234365455897,240,-69.88,-100.88,1790299234398709426
90240,1790299234385455897,240,-69.84,-101.34,1790299234418322992
90480,1790299234405455897,240,-69.84,-101.34,1790299234437201068
90720,1790299234425455897,240,-69.84,-101.34,1790299234456579551
90960,1790299234445455897,240,-69.84,-101.34,1790299234474316505
91200,1790299234465455897,240,-69.84,-101.34,1790299234497865928
91440,1790299234485455897,240,-69.77,-101.62,1790299234516777947
91680,1790299234505455897,240,-69.77,-101.62,1790299234534708708
91920,1790299234525455897,240,-69.77,-101.62,1790299234555969111
92160,1790299234545455897,240,-69.77,-101.62,1790299234575528341
92400,1790299234565455897,240,-69.79,-101.69,1790299234599815070
92640,1790299234585455897,240,-69.79,-101.69,1790299234618272358
92880,1790299234605455897,240,-69.79,-101.69,1790299234637138492
93120,1790299234625455897,240,-69.79,-101.69,1790299234658231208
93360,1790299234645455897,240,-69.79,-101.69,1790299234679678434
93600,1790299234665455897,240,-69.77,-100.07,1790299234701189844
93840,1790299234685455897,240,-69.77,-100.07,1790299234717532713
94080,1790299234705455897,240,-69.77,-100.07,1790299234736886333
94320,1790299234725455897,240,-69.77,-100.07,1790299234759857966
94560,1790299234745455897,240,-69.77,-100.07,1790299234774623280
94800,1790299234765455897,240,-69.77,-100.07,1790299234794766585
95040,1790299234785455897,240,-69.8,-100.33,1790299234817026265
95280,1790299234805455897,240,-69.8,-100.33,1790299234835157119
95520,1790299234825455897,240,-69.8,-100.33,1790299234855015545
95760,1790299234845455897,240,-69.8,-100.33,1790299234874982574
96000,1790299234865455897,240,-69.8,-100.33,1790299234897942683
96240,1790299234885455897,240,-69.83,-101.05,1790299234916458009
96480,1790299234905455897,240,-69.83,-101.05,1790299234935825806
96720,1790299234925455897,240,-69.83,-101.05,1790299234958420441
96960,1790299234945455897,240,-69.83,-101.05,1790299234978340537
97200,1790299234965455897,240,-69.83,-101.05,1790299234998778848
97440,1790299234985455897,240,-69.79,-101.29,1790299235018157192
97680,1790299235005455897,240,-69.79,-101.29,1790299235037806865
97920,1790299235025455897,240,-69.79,-101.29,1790299235057476722
98160,1790299235045455897,240,-69.79,-101.29,1790299235077211461
98400,1790299235065455897,240,-77.04,-101.04,1790299235101398039
98640,1790299235085455897,240,-77.04,-101.04,1790299235117326056
98880,1790299235105455897,240,-77.04,-101.04,1790299235140262908
99120,1790299235125455897,240,-77.04,-101.04,1790299235153944089
99360,1790299235145455897,240,-77.04,-101.04,1790299235173880457
99600,1790299235165455897,240,-77.04,-101.04,1790299235197361716
99840,1790299235185455897,240,-77.1,-101.03,1790299235216841189
100080,1790299235205455897,240,-77.1,-101.03,1790299235236551414
100320,1790299235225455897,240,-77.1,-101.03,1790299235256826508
100560,1790299235245455897,240,-77.1,-101.03,1790299235276211556
100800,1790299235265455897,240,-77.1,-101.03,1790299235295599049
101040,1790299235285455897,240,-70.09,-100.78,1790299235315658895
101280,1790299235305455897,240,-70.09,-100.78,1790299235335976872
101520,1790299235325455897,240,-70.09,-100.78,1790299235358754279
101760,1790299235345455897,240,-70.09,-100.78,1790299235377872536
102000,1790299235365455897,240,-70.09,-100.78,1790299235397302702
102240,1790299235385455897,240,-69.98,-101.2,1790299235417215464
102480,1790299235405455897,240,-69.98,-101.2,1790299235439870371
102720,1790299235425455897,240,-69.98,-101.2,1790299235458129033
102960,1790299235445455897,240,-69.98,-101.2,1790299235479043935
103200,1790299235465455897,240,-69.98,-101.2,1790299235493507398
103440,1790299235485455897,240,-69.88,-101.27,1790299235515601207
103680,1790299235505455897,240,-69.88,-101.27,1790299235538644986
103920,1790299235525455897,240,-69.88,-101.27,1790299235554808574
104160,1790299235545455897,240,-69.88,-101.27,1790299235577159187
104400,1790299235565455897,240,-69.88,-101.27,1790299235596803343
104640,1790299235585455897,240,-69.85,-101.62,1790299235616215978
104880,1790299235605455897,240,-69.85,-101.62,1790299235635845747
105120,1790299235625455897,240,-69.85,-101.62,1790299235655983116
105360,1790299235645455897,240,-69.85,-101.62,1790299235675906494
105600,1790299235665455897,240,-69.85,-101.62,1790299235698572017
105840,1790299235685455897,240,-69.82,-101.32,1790299235716513743
106080,1790299235705455897,240,-69.82,-101.32,1790299235742496686
106320,1790299235725455897,240,-69.82,-101.32,1790299235758800095
106560,1790299235745455897,240,-69.82,-101.32,1790299235778945775
